project_id,project_name,sector,state,original_cost,revised_cost,planned_duration_months,project_age_months,physical_progress,financial_progress,milestones_total,milestones_delayed,land_acquisition_pending,clearance_pending,funding_issue,contractor_issue,previous_schedule_deviation,actual_delay_months,actual_cost_overrun_percentage,final_status,primary_delay_cause,intervention_taken,intervention_outcome
HIST-00124,Haryana National Highway Widening - Phase 1,Roads,Haryana,184.4,190.7,67,75,100.0,93.0,17,0,1,1,0,0,2.8,0,0.8,Completed,No material delay,Land Acquisition Task Force,Partially Successful
HIST-00125,Gujarat Dam Rehabilitation Project - Phase 3,Water Resources,Gujarat,288.3,291.2,65,22,40.3,44.0,17,0,1,0,0,0,-4.2,1,0.8,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00126,Madhya Pradesh National Highway Widening - Phase 3,Roads,Madhya Pradesh,140.4,142.1,38,60,95.2,100.0,7,2,0,0,0,0,1.1,3,2.0,Delayed,Milestone slippage,No Major Intervention,Not Applicable
HIST-00127,West Bengal Container Yard Development - Phase 2,Ports,West Bengal,759.6,772.9,36,30,82.6,100.0,9,1,0,0,0,0,4.8,0,3.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00128,Haryana Rail Line Doubling - Phase 2,Railways,Haryana,440.6,452.8,32,68,100.0,100.0,7,0,0,0,0,0,6.1,2,2.6,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00129,West Bengal Water Supply Augmentation - Phase 2,Water Resources,West Bengal,138.2,153.8,16,66,100.0,97.0,7,1,1,1,0,0,3.3,5,6.0,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00130,Madhya Pradesh Freight Corridor Development - Phase 3,Railways,Madhya Pradesh,839.8,943.6,49,27,46.7,49.0,14,3,1,0,0,0,7.3,0,11.0,Under Review,No material delay,Milestone Restructuring,No Significant Improvement
HIST-00131,Jharkhand Ring Road Development - Phase 2,Roads,Jharkhand,217.6,218.2,57,19,41.1,39.1,16,0,0,0,0,0,-3.0,0,0.8,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00132,Telangana Transmission Line Augmentation - Phase 1,Power,Telangana,458.0,494.5,68,76,100.0,100.0,18,1,1,1,0,0,-4.5,6,3.4,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00133,Maharashtra Metro Rail Extension - Phase 3,Railways,Maharashtra,386.1,466.2,13,87,100.0,100.0,4,1,1,1,1,0,6.5,4,11.9,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00134,Telangana Thermal Power Plant Modernisation - Phase 3,Power,Telangana,295.8,295.8,18,21,94.9,95.8,4,1,0,0,0,0,3.3,1,0.8,Completed,No material delay,Inter-Department Coordination,No Significant Improvement
HIST-00135,Rajasthan Irrigation Canal Modernisation - Phase 1,Water Resources,Rajasthan,1047.7,1240.7,32,70,91.2,80.4,8,1,1,0,0,1,6.2,4,11.0,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00136,Kerala Smart City Development - Phase 2,Urban Development,Kerala,874.6,966.3,35,16,46.2,45.5,7,4,0,0,0,0,9.9,2,5.6,Delayed,Milestone slippage,Milestone Restructuring,Successful
HIST-00137,Maharashtra Runway Expansion Project - Phase 3,Airports,Maharashtra,729.1,755.1,69,15,7.8,0.0,16,1,0,0,0,0,5.8,0,2.7,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00138,Bihar Rail Line Doubling - Phase 3,Railways,Bihar,844.9,881.0,46,21,35.2,39.4,10,0,0,0,1,0,-5.5,0,2.2,Completed,No material delay,Additional Funding Approval,Partially Successful
HIST-00139,Kerala Runway Expansion Project - Phase 3,Airports,Kerala,214.0,221.0,24,7,33.1,40.4,10,2,0,0,0,0,3.2,0,3.6,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00140,Gujarat Transmission Line Augmentation - Phase 2,Power,Gujarat,234.8,246.7,54,70,100.0,97.7,12,0,1,0,0,0,3.4,1,2.8,Completed,No material delay,Land Acquisition Task Force,Successful
HIST-00141,Bihar Transmission Line Augmentation - Phase 3,Power,Bihar,1295.1,1348.5,50,37,85.3,82.8,11,1,0,0,0,0,-1.9,0,5.6,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00142,Madhya Pradesh Smart City Development - Phase 2,Urban Development,Madhya Pradesh,253.7,259.5,22,59,100.0,100.0,7,0,0,0,0,1,7.1,1,1.0,Completed,No material delay,Contractor Replacement,Partially Successful
HIST-00143,Maharashtra Port Connectivity Corridor - Phase 1,Ports,Maharashtra,378.0,395.4,67,75,100.0,83.1,16,0,1,0,0,0,5.3,0,4.1,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00144,Haryana Freight Corridor Development - Phase 2,Railways,Haryana,152.2,157.5,25,53,100.0,100.0,5,0,0,0,0,0,3.6,1,3.2,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00145,Tamil Nadu Thermal Power Plant Modernisation - Phase 1,Power,Tamil Nadu,956.0,956.7,55,43,71.7,73.3,12,0,0,0,0,0,-0.8,0,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00146,Telangana Smart City Development - Phase 2,Urban Development,Telangana,141.3,152.7,56,46,81.2,82.0,15,2,0,1,0,0,5.7,4,4.3,Under Review,Milestone slippage,Inter-Department Coordination,Successful
HIST-00147,Rajasthan Expressway Corridor - Phase 1,Roads,Rajasthan,500.9,521.6,56,31,51.8,56.4,10,0,1,0,0,0,-1.1,0,4.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00148,Kerala Smart City Development - Phase 3,Urban Development,Kerala,398.0,466.5,49,85,100.0,93.9,10,1,1,1,0,0,3.8,12,16.6,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00149,Telangana National Highway Widening - Phase 3,Roads,Telangana,118.9,127.4,31,17,57.9,74.7,4,0,0,0,0,1,-4.5,1,3.5,Under Review,No material delay,Contractor Replacement,Successful
HIST-00150,Odisha Affordable Housing Scheme - Phase 2,Urban Development,Odisha,2480.7,2557.8,28,67,93.6,91.0,7,0,0,0,0,1,0.3,0,3.2,Completed,No material delay,Contractor Replacement,No Significant Improvement
HIST-00151,Uttar Pradesh Container Yard Development - Phase 3,Ports,Uttar Pradesh,1205.4,1264.9,59,58,94.4,79.4,9,2,0,0,1,0,5.9,6,3.7,Delayed,Milestone slippage,Additional Funding Approval,Partially Successful
HIST-00152,Gujarat State Highway Upgradation - Phase 3,Roads,Gujarat,262.2,276.1,57,76,83.3,88.6,13,0,0,1,0,0,-2.7,0,4.3,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00153,Odisha Port Connectivity Corridor - Phase 1,Ports,Odisha,562.4,562.4,47,15,21.6,14.1,13,1,0,0,0,0,-5.5,3,1.9,Under Review,Other execution delay,No Major Intervention,Not Applicable
HIST-00154,Uttar Pradesh Airport Cargo Complex - Phase 2,Airports,Uttar Pradesh,324.8,342.2,49,55,94.2,79.1,15,2,0,0,0,0,8.9,6,5.5,Delayed,Milestone slippage,No Major Intervention,Not Applicable
HIST-00155,Kerala Sewerage Network Upgrade - Phase 2,Urban Development,Kerala,89.6,102.4,22,68,100.0,100.0,5,1,0,1,1,0,9.6,0,8.0,Completed with Cost Overrun,No material delay,Additional Funding Approval,Successful
HIST-00156,Karnataka Dam Rehabilitation Project - Phase 3,Water Resources,Karnataka,236.8,263.6,31,36,100.0,100.0,7,0,1,1,1,0,0.2,10,6.8,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00157,Karnataka Airport Terminal Development - Phase 2,Airports,Karnataka,106.6,108.2,12,13,85.8,100.0,4,3,0,0,0,0,0.3,1,1.4,Under Review,No material delay,Milestone Restructuring,Partially Successful
HIST-00158,Karnataka Rail Line Doubling - Phase 2,Railways,Karnataka,68.4,71.0,59,65,100.0,94.4,18,1,0,0,0,0,2.6,0,3.7,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00159,Jharkhand Metro Rail Extension - Phase 3,Railways,Jharkhand,348.9,360.2,47,63,89.2,90.5,10,1,0,0,0,0,5.1,0,3.3,Completed,No material delay,Contractor Replacement,Successful
HIST-00160,Odisha Water Supply Augmentation - Phase 2,Water Resources,Odisha,124.6,128.1,61,79,98.6,100.0,14,0,0,0,1,0,-4.2,1,2.7,Completed,No material delay,Land Acquisition Task Force,Partially Successful
HIST-00161,Madhya Pradesh Ring Road Development - Phase 2,Roads,Madhya Pradesh,395.1,402.0,49,37,68.3,65.4,7,0,0,0,0,0,-1.6,1,1.9,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00162,Uttar Pradesh Thermal Power Plant Modernisation - Phase 1,Power,Uttar Pradesh,302.4,311.1,36,13,39.9,41.3,8,1,0,0,0,0,0.4,1,2.3,Under Review,No material delay,Contractor Replacement,Partially Successful
HIST-00163,West Bengal Irrigation Canal Modernisation - Phase 2,Water Resources,West Bengal,151.3,155.7,63,68,100.0,81.0,15,0,0,0,0,0,0.3,0,2.0,Completed,No material delay,Land Acquisition Task Force,Successful
HIST-00164,Rajasthan Freight Corridor Development - Phase 3,Railways,Rajasthan,350.0,364.5,50,72,97.5,100.0,11,0,0,0,0,0,1.7,1,3.9,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00165,Uttar Pradesh Metro Rail Extension - Phase 1,Railways,Uttar Pradesh,692.0,728.0,37,56,97.1,99.6,6,1,1,0,0,0,-0.7,0,4.7,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00166,Telangana Expressway Corridor - Phase 3,Roads,Telangana,1232.4,1263.8,50,57,100.0,100.0,11,0,0,1,0,0,3.6,2,2.3,Delayed,Pending clearance,No Major Intervention,Not Applicable
HIST-00167,West Bengal Urban Renewal Mission - Phase 2,Urban Development,West Bengal,327.3,336.2,46,21,50.3,75.6,12,0,0,0,0,0,-1.8,0,3.4,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00168,Haryana Airport Cargo Complex - Phase 3,Airports,Haryana,39.1,39.1,58,35,67.4,80.8,16,0,0,0,0,0,-2.2,0,0.0,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00169,Odisha Affordable Housing Scheme - Phase 2,Urban Development,Odisha,188.5,198.0,25,8,37.0,55.0,9,0,0,0,0,1,-7.6,1,4.9,Completed,No material delay,Contractor Replacement,Partially Successful
HIST-00170,Gujarat Port Connectivity Corridor - Phase 2,Ports,Gujarat,200.1,235.4,43,59,86.6,92.1,9,5,1,1,0,0,15.1,7,9.1,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00171,Rajasthan Metro Rail Extension - Phase 3,Railways,Rajasthan,541.8,620.7,30,41,84.5,82.5,10,1,1,1,0,1,-1.2,6,7.6,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-00172,Odisha Dam Rehabilitation Project - Phase 3,Water Resources,Odisha,39.5,41.6,12,59,96.0,100.0,5,0,0,0,0,0,-3.5,1,5.3,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00173,Madhya Pradesh Urban Renewal Mission - Phase 3,Urban Development,Madhya Pradesh,349.1,372.0,56,13,35.2,32.1,16,1,0,0,1,0,1.1,0,5.2,Under Review,No material delay,Additional Funding Approval,Partially Successful
HIST-00174,Madhya Pradesh Container Yard Development - Phase 2,Ports,Madhya Pradesh,118.0,125.1,57,6,21.5,17.9,11,1,1,0,0,0,2.8,3,3.1,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-00175,Rajasthan Dam Rehabilitation Project - Phase 2,Water Resources,Rajasthan,248.0,251.4,42,84,97.3,91.8,13,0,1,0,0,0,4.1,11,1.9,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00176,Karnataka National Highway Widening - Phase 2,Roads,Karnataka,153.0,172.0,32,87,83.0,100.0,9,0,1,1,0,0,0.6,0,10.7,Completed with Cost Overrun,No material delay,Inter-Department Coordination,Partially Successful
HIST-00177,Odisha Affordable Housing Scheme - Phase 3,Urban Development,Odisha,186.8,188.4,60,6,12.6,9.3,13,0,0,0,0,0,-2.6,1,1.5,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00178,Maharashtra Substation Capacity Expansion - Phase 3,Power,Maharashtra,149.9,153.0,58,49,86.4,94.9,15,1,0,0,0,0,10.2,0,2.5,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00179,Uttar Pradesh Transmission Line Augmentation - Phase 3,Power,Uttar Pradesh,412.1,429.4,66,81,100.0,96.9,15,1,0,0,0,0,11.3,0,5.1,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00180,Maharashtra Expressway Corridor - Phase 2,Roads,Maharashtra,288.5,300.1,56,48,99.7,100.0,12,1,0,0,0,0,-4.3,3,3.5,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00181,Haryana Smart City Development - Phase 1,Urban Development,Haryana,1134.6,1289.4,26,26,81.4,89.8,7,1,1,0,0,1,0.1,3,6.4,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-00182,Andhra Pradesh Affordable Housing Scheme - Phase 3,Urban Development,Andhra Pradesh,59.8,59.8,40,18,47.5,40.5,15,0,0,0,0,0,-0.3,0,0.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00183,Bihar Port Connectivity Corridor - Phase 3,Ports,Bihar,458.7,471.1,30,63,100.0,98.5,8,1,0,0,0,0,5.2,5,0.8,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00184,Kerala Freight Corridor Development - Phase 1,Railways,Kerala,190.1,195.9,57,84,93.4,85.7,12,1,0,0,0,0,1.3,2,1.6,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00185,Karnataka Solar Power Park - Phase 2,Power,Karnataka,340.7,354.5,40,54,88.0,94.0,9,1,0,1,0,0,-2.1,0,6.1,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00186,Telangana Irrigation Canal Modernisation - Phase 1,Water Resources,Telangana,900.5,977.3,22,73,92.8,88.4,8,1,1,0,0,0,0.7,10,9.2,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00187,Madhya Pradesh State Highway Upgradation - Phase 2,Roads,Madhya Pradesh,704.7,728.6,34,49,100.0,100.0,6,1,0,0,0,0,-0.2,0,5.2,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00188,Madhya Pradesh Substation Capacity Expansion - Phase 1,Power,Madhya Pradesh,626.8,672.1,59,33,58.3,67.1,15,0,1,0,0,0,-4.9,0,8.0,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00189,Karnataka Railway Electrification Project - Phase 2,Railways,Karnataka,594.6,671.2,15,37,100.0,93.2,4,1,1,0,1,0,0.3,0,12.5,Completed with Cost Overrun,No material delay,Additional Funding Approval,No Significant Improvement
HIST-00190,Haryana Ring Road Development - Phase 2,Roads,Haryana,201.8,235.6,14,82,97.7,86.7,8,1,1,0,0,0,5.1,3,9.7,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00191,Andhra Pradesh Substation Capacity Expansion - Phase 3,Power,Andhra Pradesh,66.3,67.8,15,45,96.0,100.0,4,1,0,1,0,0,0.8,1,1.7,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00192,Tamil Nadu Affordable Housing Scheme - Phase 3,Urban Development,Tamil Nadu,442.0,490.9,17,69,92.5,91.5,7,1,0,1,0,1,-7.1,4,8.4,Delayed,Contractor performance,Contractor Replacement,Partially Successful
HIST-00193,Rajasthan Airport Cargo Complex - Phase 1,Airports,Rajasthan,61.2,62.3,54,77,98.4,94.6,13,0,0,0,0,0,0.0,0,0.4,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00194,Maharashtra Runway Expansion Project - Phase 2,Airports,Maharashtra,209.1,227.7,46,62,100.0,86.5,12,1,0,0,1,0,3.4,4,7.2,Delayed,Funding release,Additional Funding Approval,Partially Successful
HIST-00195,Jharkhand Metro Rail Extension - Phase 1,Railways,Jharkhand,448.6,530.0,51,87,90.1,92.1,15,1,1,0,1,0,2.0,1,11.0,Completed with Cost Overrun,No material delay,Additional Funding Approval,Successful
HIST-00196,Odisha Airport Cargo Complex - Phase 1,Airports,Odisha,246.9,246.9,67,56,84.1,81.1,18,1,0,0,0,0,-0.3,5,2.1,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00197,Uttar Pradesh State Highway Upgradation - Phase 2,Roads,Uttar Pradesh,1269.2,1298.4,54,16,31.4,40.2,10,0,0,0,0,0,-2.2,0,1.7,Under Review,No material delay,Milestone Restructuring,Partially Successful
HIST-00198,Telangana Metro Rail Extension - Phase 2,Railways,Telangana,798.9,826.2,43,76,99.7,86.2,13,1,0,1,0,0,0.0,1,4.3,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00199,Odisha Smart City Development - Phase 3,Urban Development,Odisha,871.6,888.8,36,38,100.0,92.8,9,0,0,0,0,0,-0.2,0,1.0,Completed,No material delay,Additional Funding Approval,Partially Successful
HIST-00200,Karnataka Substation Capacity Expansion - Phase 2,Power,Karnataka,502.0,597.2,43,54,99.9,86.3,14,1,1,0,1,0,5.9,3,8.8,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00201,Maharashtra Sewerage Network Upgrade - Phase 3,Urban Development,Maharashtra,185.0,196.0,67,86,100.0,100.0,17,1,1,0,0,0,3.3,0,6.3,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00202,Jharkhand Irrigation Canal Modernisation - Phase 2,Water Resources,Jharkhand,125.3,130.8,37,87,88.7,100.0,9,1,0,0,0,0,2.5,0,4.7,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00203,Madhya Pradesh Thermal Power Plant Modernisation - Phase 3,Power,Madhya Pradesh,194.9,198.5,40,11,19.9,19.4,12,0,0,0,0,0,-4.5,4,1.6,Under Review,Other execution delay,No Major Intervention,Not Applicable
HIST-00204,Haryana State Highway Upgradation - Phase 1,Roads,Haryana,503.9,568.7,30,68,99.0,95.3,7,0,1,0,0,1,-5.1,6,11.9,Delayed,Land acquisition,Land Acquisition Task Force,No Significant Improvement
HIST-00205,Odisha National Highway Widening - Phase 1,Roads,Odisha,180.0,185.4,38,20,50.4,55.2,10,2,0,0,0,0,5.9,0,3.9,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00206,Karnataka Port Connectivity Corridor - Phase 2,Ports,Karnataka,608.9,649.6,52,40,92.1,96.8,13,1,0,0,0,0,0.5,0,6.7,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00207,Karnataka Port Terminal Expansion - Phase 2,Ports,Karnataka,134.1,142.8,41,32,72.1,57.7,8,0,1,0,0,0,-4.8,0,6.5,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00208,Tamil Nadu Metro Rail Extension - Phase 1,Railways,Tamil Nadu,373.4,386.9,12,37,90.3,100.0,4,0,1,0,0,0,-7.4,0,4.1,Completed,No material delay,No Major Intervention,Not Applicable
HIST-00209,Madhya Pradesh Urban Renewal Mission - Phase 1,Urban Development,Madhya Pradesh,178.5,184.4,42,69,86.3,93.0,12,0,0,0,0,0,-6.6,0,6.0,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00210,Karnataka Rail Line Doubling - Phase 1,Railways,Karnataka,476.2,535.2,44,52,100.0,95.3,13,2,1,0,0,0,4.0,4,7.6,Delayed,Land acquisition,Land Acquisition Task Force,Successful
HIST-00211,Kerala Irrigation Canal Modernisation - Phase 3,Water Resources,Kerala,365.9,368.5,84,24,26.4,19.7,23,0,0,1,0,0,2.2,1,1.1,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00212,Andhra Pradesh State Highway Upgradation - Phase 1,Roads,Andhra Pradesh,211.9,217.0,57,25,37.9,37.2,11,0,0,0,0,0,1.2,2,3.4,Delayed,Other execution delay,No Major Intervention,Not Applicable
HIST-00213,Karnataka Water Supply Augmentation - Phase 3,Water Resources,Karnataka,601.7,629.7,42,22,46.9,60.5,12,0,0,1,0,0,-4.1,0,5.0,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00214,Maharashtra Urban Renewal Mission - Phase 1,Urban Development,Maharashtra,179.3,194.9,44,34,74.5,75.2,14,0,0,0,0,1,-2.4,0,6.3,Under Review,No material delay,Contractor Replacement,Successful
HIST-00215,Jharkhand Rail Line Doubling - Phase 1,Railways,Jharkhand,237.3,239.0,32,21,68.3,73.1,7,0,0,0,0,0,-5.4,0,0.6,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00216,Telangana Freight Corridor Development - Phase 3,Railways,Telangana,624.7,661.3,50,57,88.7,100.0,14,0,1,1,1,0,-5.6,5,2.8,Under Review,Land acquisition,Land Acquisition Task Force,Successful
HIST-00217,Gujarat Airport Cargo Complex - Phase 1,Airports,Gujarat,358.9,371.7,57,8,22.3,33.3,12,1,0,0,0,0,-0.1,0,2.8,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00218,Gujarat Sewerage Network Upgrade - Phase 3,Urban Development,Gujarat,117.9,127.5,63,61,100.0,92.2,12,1,1,0,0,0,0.2,7,6.5,Delayed,Land acquisition,Land Acquisition Task Force,Partially Successful
HIST-00219,Karnataka Airport Terminal Development - Phase 3,Airports,Karnataka,806.3,830.4,48,43,96.5,97.2,9,0,0,0,0,0,-0.8,1,2.4,Under Review,No material delay,No Major Intervention,Not Applicable
HIST-00220,Jharkhand Freight Corridor Development - Phase 1,Railways,Jharkhand,69.2,75.0,61,67,84.5,96.9,20,0,1,0,0,0,10.2,0,8.1,Completed with Cost Overrun,No material delay,No Major Intervention,Not Applicable
HIST-00221,Kerala Sewerage Network Upgrade - Phase 3,Urban Development,Kerala,97.6,101.1,29,38,100.0,100.0,5,2,0,0,0,0,7.5,7,4.9,Delayed,Milestone slippage,No Major Intervention,Not Applicable
HIST-00222,Odisha Port Connectivity Corridor - Phase 1,Ports,Odisha,97.8,99.5,63,41,65.6,65.3,14,1,0,1,0,0,-4.6,4,1.2,Delayed,Pending clearance,Inter-Department Coordination,Partially Successful
